station_code,tier_cm,started_at,ended_at,duration_minutes,n_readings,peak_depth_cm,n_excursions_merged,year
FL.BKE.02,15.0,2019-06-24 21:55:00,2019-06-24 22:40:00,50,10,26.5,1,2019
FL.BNA.03,15.0,2019-06-24 22:50:00,2019-06-24 23:15:00,30,6,21.5,1,2019
FL.BKM.01,15.0,2019-06-30 21:50:00,2019-07-01 07:00:00,555,73,33.2,11,2019
FL.SPW.01,15.0,2019-07-04 10:45:00,2019-07-04 10:55:00,15,3,29.1,1,2019
FL.PWT.02,15.0,2019-07-13 00:50:00,2019-07-13 03:10:00,145,29,27.1,1,2019
FL.BKN.01,15.0,2019-07-15 17:45:00,2019-07-15 18:50:00,70,14,25.7,1,2019
FL.SMI.01,15.0,2019-07-25 12:50:00,2019-07-25 12:55:00,10,2,31.3,1,2019
FL.CTC.07,15.0,2019-09-14 17:30:00,2019-09-14 17:40:00,15,3,18.5,1,2019
FL.SLG.03,15.0,2019-09-14 17:45:00,2019-09-14 20:30:00,170,34,39.5,1,2019
FL.SLG.02,15.0,2019-09-14 17:50:00,2019-09-14 20:25:00,160,30,26.2,3,2019
FL.DDG.02,15.0,2019-09-14 18:05:00,2019-09-14 18:10:00,10,2,16.1,1,2019
FL.BKN.01,15.0,2019-09-14 18:20:00,2019-09-14 18:35:00,20,4,17.2,1,2019
FL.BRK.01,15.0,2019-09-14 18:25:00,2019-09-14 18:55:00,35,7,21.6,1,2019
FL.STN.04,15.0,2019-09-14 18:30:00,2019-09-14 19:15:00,50,10,22.8,1,2019
FL.STN.02,15.0,2019-09-14 18:35:00,2019-09-14 19:35:00,65,13,27.4,1,2019
FL.STN.03,15.0,2019-09-14 18:35:00,2019-09-14 19:45:00,75,15,25.0,1,2019
FL.SMI.01,15.0,2019-09-15 23:50:00,2019-09-16 00:10:00,25,5,25.0,1,2019
FL.CTC.02,15.0,2019-09-16 00:10:00,2019-09-16 01:30:00,85,17,33.1,1,2019
FL.CTC.04,15.0,2019-09-16 00:15:00,2019-09-16 01:25:00,75,15,21.3,1,2019
FL.CTC.01,15.0,2019-09-16 00:30:00,2019-09-16 01:05:00,40,8,18.3,1,2019
FL.PTW.05,15.0,2019-09-16 00:30:00,2019-09-16 01:25:00,60,12,24.4,1,2019
FL.RTW.10,15.0,2019-09-16 00:30:00,2019-09-16 00:45:00,20,4,22.5,1,2019
FL.STN.02,15.0,2019-09-16 00:30:00,2019-09-16 01:25:00,60,12,25.9,1,2019
FL.PYT.02,15.0,2019-09-16 00:35:00,2019-09-16 00:40:00,10,2,16.6,1,2019
FL.LSI.03,15.0,2019-09-17 18:35:00,2019-09-17 19:10:00,40,8,23.3,1,2019
FL.LSI.03,15.0,2019-09-17 20:35:00,2019-09-17 21:40:00,70,14,32.8,1,2019
FL.LSI.04,15.0,2019-09-17 20:45:00,2019-09-17 21:25:00,45,9,21.6,1,2019
FL.SLG.03,15.0,2019-09-19 19:45:00,2019-09-19 23:15:00,215,43,34.6,1,2019
FL.PWT.02,15.0,2019-09-19 20:00:00,2019-09-20 10:20:00,865,168,43.2,4,2019
FL.BNA.02,15.0,2019-09-19 20:50:00,2019-09-20 00:15:00,210,40,29.0,3,2019
FL.BNA.02,15.0,2019-09-20 02:00:00,2019-09-20 03:55:00,120,18,33.2,3,2019
FL.PWT.02,15.0,2019-09-20 12:00:00,2019-09-20 12:05:00,10,2,15.1,1,2019
FL.STN.02,15.0,2019-09-21 12:05:00,2019-09-21 13:15:00,75,15,28.1,1,2019
FL.SLG.03,15.0,2019-09-21 12:40:00,2019-09-21 12:55:00,20,4,15.9,1,2019
FL.SMI.01,15.0,2019-10-01 14:20:00,2019-10-01 17:00:00,165,33,51.5,1,2019
FL.RTW.10,15.0,2019-10-04 12:35:00,2019-10-04 13:05:00,35,7,23.8,1,2019
FL.STN.02,15.0,2019-10-04 12:40:00,2019-10-04 12:50:00,15,3,15.8,1,2019
FL.SMI.01,15.0,2019-10-04 13:25:00,2019-10-04 13:50:00,30,6,29.1,1,2019
FL.BNA.03,15.0,2019-10-05 12:10:00,2019-10-05 14:00:00,115,23,50.3,1,2019
FL.BNA.04,15.0,2019-10-05 12:10:00,2019-10-05 13:00:00,55,11,24.1,1,2019
FL.CTC.03,15.0,2019-10-12 14:20:00,2019-10-12 14:30:00,15,3,23.5,1,2019
FL.PWT.02,15.0,2019-10-13 21:10:00,2019-10-13 21:20:00,15,3,17.9,1,2019
FL.SMI.01,15.0,2019-10-14 08:00:00,2019-10-14 08:15:00,20,4,21.4,1,2019
FL.CTC.03,15.0,2019-11-03 20:55:00,2019-11-03 22:45:00,115,23,35.4,1,2019
FL.CTC.04,15.0,2019-11-03 21:00:00,2019-11-03 21:45:00,50,10,25.6,1,2019
FL.CTC.01,15.0,2019-11-03 21:05:00,2019-11-03 22:40:00,100,19,25.7,2,2019
FL.CTC.07,15.0,2019-11-03 21:05:00,2019-11-03 21:50:00,50,10,24.9,1,2019
FL.CTC.05,15.0,2019-11-15 22:15:00,2019-11-15 22:30:00,20,4,36.6,1,2019
FL.CTC.05,15.0,2019-11-16 21:35:00,2019-11-17 04:15:00,405,80,63.6,2,2019
FL.CTC.05,15.0,2019-11-21 22:35:00,2019-11-21 22:40:00,10,2,16.3,1,2019
FL.CTC.05,15.0,2019-11-24 14:30:00,2019-11-24 21:30:00,425,85,51.3,1,2019
FL.PYT.07,15.0,2019-11-30 00:45:00,2019-11-30 01:15:00,35,5,49.6,2,2019
FL.PYT.07,15.0,2019-11-30 12:15:00,2019-11-30 18:05:00,355,70,18.4,2,2019
FL.PYT.07,15.0,2019-12-03 04:50:00,2019-12-03 12:35:00,470,94,147.7,1,2019
FL.PYT.07,15.0,2019-12-03 15:55:00,2019-12-04 09:30:00,1060,212,142.4,1,2019
FL.CTC.05,15.0,2019-12-27 16:15:00,2019-12-29 10:55:00,2565,508,148.8,5,2019
FL.LSI.03,15.0,2020-02-07 13:45:00,2020-02-08 10:00:00,1220,244,73.3,1,2020
FL.LSI.03,15.0,2020-02-26 11:20:00,2020-02-26 13:05:00,110,22,21.2,1,2020
FL.LSI.03,15.0,2020-02-26 15:40:00,2020-02-27 09:55:00,1100,209,28.0,4,2020
FL.SMI.01,15.0,2020-03-15 10:45:00,2020-03-15 11:10:00,30,6,24.4,1,2020
FL.PYT.02,15.0,2020-04-18 12:15:00,2020-04-18 12:25:00,15,3,16.8,1,2020
FL.PYT.02,15.0,2020-04-19 11:00:00,2020-04-19 11:30:00,35,7,20.4,1,2020
FL.PYT.02,15.0,2020-04-19 13:40:00,2020-04-19 14:10:00,35,7,15.8,1,2020
FL.PYT.02,15.0,2020-04-20 10:30:00,2020-04-20 14:25:00,240,41,19.3,3,2020
FL.PYT.02,15.0,2020-04-21 10:10:00,2020-04-21 14:30:00,265,53,21.4,1,2020
FL.PYT.02,15.0,2020-04-22 10:30:00,2020-04-22 15:00:00,275,47,23.4,3,2020
FL.PYT.02,15.0,2020-04-23 10:50:00,2020-04-23 14:55:00,250,50,22.1,1,2020
FL.PYT.02,15.0,2020-04-25 11:50:00,2020-04-25 11:55:00,10,2,15.6,1,2020
FL.CTC.03,15.0,2020-04-25 13:20:00,2020-04-25 14:30:00,75,14,21.8,2,2020
FL.CTC.07,15.0,2020-04-25 13:35:00,2020-04-25 13:45:00,15,3,18.8,1,2020
FL.PYT.02,15.0,2020-04-26 10:10:00,2020-04-26 16:15:00,370,70,28.6,2,2020
FL.PYT.02,15.0,2020-04-28 10:15:00,2020-04-28 15:10:00,300,60,26.9,1,2020
FL.DDG.02,15.0,2020-04-29 11:55:00,2020-04-29 13:45:00,115,23,32.8,1,2020
FL.CTC.04,15.0,2020-04-29 12:05:00,2020-04-29 12:55:00,55,9,24.4,3,2020
FL.DDG.06,15.0,2020-04-29 12:05:00,2020-04-29 14:20:00,140,28,36.5,1,2020
FL.DDG.05,15.0,2020-04-29 12:10:00,2020-04-29 12:25:00,20,4,17.9,1,2020
FL.CTC.02,15.0,2020-04-29 12:15:00,2020-04-29 13:10:00,60,12,28.5,1,2020
FL.CTC.01,15.0,2020-04-29 12:30:00,2020-04-29 12:45:00,20,4,16.0,1,2020
FL.PYT.02,15.0,2020-04-30 10:00:00,2020-04-30 12:45:00,170,34,27.7,1,2020
FL.PYT.02,15.0,2020-05-01 10:00:00,2020-05-01 10:25:00,30,6,21.0,1,2020
FL.STN.02,15.0,2020-05-31 01:05:00,2020-05-31 02:35:00,95,19,26.0,1,2020
FL.STN.03,15.0,2020-05-31 01:05:00,2020-05-31 02:45:00,105,21,27.3,1,2020
FL.BNA.04,15.0,2020-05-31 01:40:00,2020-05-31 02:10:00,35,7,19.8,1,2020
FL.LSI.04,15.0,2020-06-04 15:25:00,2020-06-04 16:20:00,60,12,23.2,1,2020
FL.LSI.05,15.0,2020-06-04 15:50:00,2020-06-04 15:55:00,10,2,15.6,1,2020
FL.CTC.03,15.0,2020-06-11 14:15:00,2020-06-11 14:20:00,10,2,16.3,1,2020
FL.CTC.03,15.0,2020-06-12 13:25:00,2020-06-12 14:50:00,90,18,25.0,1,2020
FL.CTC.03,15.0,2020-06-13 12:55:00,2020-06-13 15:20:00,150,30,30.4,1,2020
FL.PWT.02,15.0,2020-06-15 04:20:00,2020-06-15 04:45:00,30,6,22.5,1,2020
FL.PYT.02,15.0,2020-06-20 10:00:00,2020-06-20 17:00:00,425,85,46.6,1,2020
FL.CTC.03,15.0,2020-06-20 12:35:00,2020-06-20 16:40:00,250,50,34.7,1,2020
FL.RTW.10,15.0,2020-06-22 05:05:00,2020-06-22 05:25:00,25,5,24.8,1,2020
FL.DDG.02,15.0,2020-06-22 05:20:00,2020-06-22 05:40:00,25,5,20.0,1,2020
FL.SLG.03,15.0,2020-06-22 05:20:00,2020-06-22 05:30:00,15,3,15.5,1,2020
FL.PYT.02,15.0,2020-06-22 10:10:00,2020-06-22 11:55:00,110,22,31.4,1,2020
FL.BKM.02,15.0,2020-06-24 10:20:00,2020-06-24 10:25:00,10,2,17.3,1,2020
FL.LSI.03,15.0,2020-07-14 00:20:00,2020-07-14 00:45:00,30,6,20.8,1,2020
FL.SMI.01,15.0,2020-07-14 00:20:00,2020-07-14 03:05:00,170,34,46.1,1,2020
FL.SMI.01,15.0,2020-07-16 17:40:00,2020-07-16 18:50:00,75,15,34.3,1,2020
FL.SMI.01,15.0,2020-07-20 14:10:00,2020-07-20 15:00:00,55,11,28.7,1,2020
FL.RTW.08,15.0,2020-07-24 06:40:00,2020-07-24 07:50:00,75,15,23.9,1,2020
FL.STN.03,15.0,2020-07-24 06:40:00,2020-07-24 08:00:00,85,17,22.8,1,2020
FL.RTW.10,15.0,2020-07-24 06:50:00,2020-07-24 07:00:00,15,3,18.0,1,2020
FL.BRK.01,15.0,2020-07-24 15:05:00,2020-07-24 15:20:00,20,4,19.7,1,2020
FL.BKM.01,15.0,2020-08-06 08:35:00,2020-08-06 08:40:00,10,2,17.6,1,2020
FL.PWT.02,15.0,2020-08-12 19:10:00,2020-08-12 19:25:00,20,4,17.6,1,2020
FL.BNA.03,15.0,2020-08-15 00:00:00,2020-08-15 06:35:00,400,80,24.7,1,2020
FL.KTY.01,15.0,2020-08-15 17:55:00,2020-08-15 20:20:00,150,20,15.5,2,2020
FL.SLG.03,15.0,2020-08-19 01:20:00,2020-08-19 02:15:00,60,12,21.5,1,2020
FL.PWT.02,15.0,2020-08-19 01:40:00,2020-08-19 02:25:00,50,10,26.1,1,2020
FL.SMI.01,15.0,2020-08-28 16:50:00,2020-08-28 17:30:00,45,9,32.0,1,2020
FL.SLG.03,15.0,2020-08-28 17:00:00,2020-08-28 18:40:00,105,21,30.5,1,2020
FL.PWT.02,15.0,2020-08-28 17:15:00,2020-08-28 18:30:00,80,15,24.0,2,2020
FL.BKM.01,15.0,2020-08-28 17:20:00,2020-08-28 17:25:00,10,2,18.1,1,2020
FL.SLG.03,15.0,2020-09-01 03:35:00,2020-09-01 04:45:00,75,15,24.9,1,2020
FL.HKG.01,15.0,2020-09-01 03:40:00,2020-09-01 03:55:00,20,4,18.9,1,2020
FL.RTW.10,15.0,2020-09-01 03:40:00,2020-09-01 04:00:00,25,5,25.1,1,2020
FL.DDG.02,15.0,2020-09-01 03:50:00,2020-09-01 04:25:00,40,8,20.3,1,2020
FL.BNA.03,15.0,2020-09-01 05:00:00,2020-09-01 05:45:00,50,10,27.0,1,2020
FL.BBN.01,15.0,2020-09-01 05:20:00,2020-09-01 06:05:00,50,10,21.1,1,2020
FL.BKN.01,15.0,2020-09-01 05:30:00,2020-09-01 06:10:00,45,9,22.6,1,2020
FL.BKN.02,15.0,2020-09-01 05:35:00,2020-09-01 06:40:00,70,14,24.3,1,2020
FL.PWT.02,15.0,2020-09-15 01:50:00,2020-09-15 02:20:00,35,7,22.0,1,2020
FL.BNA.03,15.0,2020-09-15 01:55:00,2020-09-15 02:10:00,20,4,20.6,1,2020
FL.DDG.01,15.0,2020-09-23 15:40:00,2020-09-23 15:55:00,20,4,15.9,1,2020
FL.DDG.02,15.0,2020-09-23 15:40:00,2020-09-23 18:00:00,145,29,33.1,1,2020
FL.DDG.05,15.0,2020-09-23 16:05:00,2020-09-23 16:10:00,10,2,18.1,1,2020
FL.PYT.06,15.0,2020-09-23 16:10:00,2020-09-23 18:00:00,115,23,28.8,1,2020
FL.CTC.02,15.0,2020-09-23 16:15:00,2020-09-23 17:10:00,60,12,28.5,1,2020
FL.DDG.07,15.0,2020-09-23 16:15:00,2020-09-23 17:00:00,50,10,19.9,1,2020
FL.PYT.03,15.0,2020-09-23 16:25:00,2020-09-23 16:30:00,10,2,15.3,1,2020
FL.STN.02,15.0,2020-09-27 20:00:00,2020-09-27 21:15:00,80,16,28.2,1,2020
FL.STN.03,15.0,2020-09-27 20:00:00,2020-09-27 21:00:00,65,13,20.8,1,2020
FL.DDG.02,15.0,2020-09-27 20:55:00,2020-09-27 22:05:00,75,15,26.5,1,2020
FL.BKM.01,15.0,2020-09-27 21:00:00,2020-09-27 21:05:00,10,2,15.4,1,2020
FL.DDG.01,15.0,2020-09-27 21:00:00,2020-09-27 21:10:00,15,3,17.7,1,2020
FL.BBN.01,15.0,2020-09-28 21:25:00,2020-09-28 22:05:00,45,9,19.7,1,2020
FL.SPW.02,15.0,2020-09-29 12:05:00,2020-09-29 12:10:00,10,2,17.2,1,2020
FL.CTC.07,15.0,2020-10-02 17:25:00,2020-10-02 18:20:00,60,12,23.6,1,2020
FL.BKN.01,15.0,2020-10-02 18:15:00,2020-10-02 18:35:00,25,5,19.9,1,2020
FL.STN.02,15.0,2020-10-02 18:20:00,2020-10-02 21:05:00,170,34,37.3,1,2020
FL.STN.03,15.0,2020-10-02 18:20:00,2020-10-02 21:05:00,170,34,34.2,1,2020
FL.SLG.03,15.0,2020-10-02 18:25:00,2020-10-02 20:30:00,130,26,25.4,1,2020
FL.DDG.02,15.0,2020-10-02 18:30:00,2020-10-02 19:20:00,55,11,19.4,1,2020
FL.BRK.01,15.0,2020-10-02 18:45:00,2020-10-02 19:15:00,35,6,16.2,2,2020
FL.KTY.01,15.0,2020-10-02 18:50:00,2020-10-02 20:00:00,75,15,23.2,1,2020
FL.KTY.02,15.0,2020-10-02 19:00:00,2020-10-02 20:00:00,65,12,21.3,2,2020
FL.PWT.02,15.0,2020-10-02 19:05:00,2020-10-02 20:10:00,70,13,21.4,2,2020
FL.KTY.04,15.0,2020-10-02 19:20:00,2020-10-02 20:55:00,100,17,18.4,2,2020
FL.LSI.03,15.0,2020-10-03 12:35:00,2020-10-03 13:20:00,50,10,25.1,1,2020
FL.BBN.01,15.0,2020-10-04 00:05:00,2020-10-04 00:10:00,10,2,15.7,1,2020
FL.PWT.02,15.0,2020-10-04 00:55:00,2020-10-04 07:50:00,420,80,32.2,3,2020
FL.SLG.03,15.0,2020-10-04 16:05:00,2020-10-04 17:15:00,75,15,27.1,1,2020
FL.BNA.04,15.0,2020-10-05 02:20:00,2020-10-05 03:35:00,80,16,32.5,1,2020
FL.PWT.02,15.0,2020-10-05 02:35:00,2020-10-05 03:20:00,50,10,20.2,1,2020
FL.BBN.01,15.0,2020-10-06 15:50:00,2020-10-06 15:55:00,10,2,19.7,1,2020
FL.BKE.01,15.0,2020-10-16 13:55:00,2020-10-16 14:15:00,25,5,17.6,1,2020
FL.PWT.02,15.0,2020-10-31 15:20:00,2020-10-31 16:00:00,45,8,21.9,2,2020
FL.SLG.03,15.0,2020-10-31 15:25:00,2020-10-31 15:55:00,35,7,19.6,1,2020
FL.STN.02,15.0,2020-11-21 11:20:00,2020-11-21 14:45:00,210,42,38.2,1,2020
FL.STN.03,15.0,2020-11-21 11:20:00,2020-11-21 14:30:00,195,36,36.8,2,2020
FL.BRK.01,15.0,2020-11-21 12:10:00,2020-11-21 13:20:00,75,15,24.8,1,2020
FL.SLG.03,15.0,2020-11-21 12:35:00,2020-11-21 13:35:00,65,13,26.4,1,2020
FL.STN.01,15.0,2020-11-21 12:40:00,2020-11-21 12:45:00,10,2,23.9,1,2020
FL.HKG.01,15.0,2020-11-21 12:50:00,2020-11-21 14:00:00,75,13,22.5,2,2020
FL.STN.02,15.0,2020-11-23 17:30:00,2020-11-23 17:45:00,20,4,19.8,1,2020
FL.STN.02,15.0,2021-02-09 12:40:00,2021-02-09 16:00:00,205,41,44.9,1,2021
FL.SLG.03,15.0,2021-02-09 13:20:00,2021-02-09 14:00:00,45,9,24.5,1,2021
FL.PWT.02,15.0,2021-02-10 01:35:00,2021-02-10 03:30:00,120,24,26.6,1,2021
FL.CTC.02,15.0,2021-02-10 10:55:00,2021-02-10 11:05:00,15,3,18.2,1,2021
FL.DDG.08,15.0,2021-02-17 13:30:00,2021-02-17 13:35:00,10,2,15.5,1,2021
FL.KTY.01,15.0,2021-02-23 13:25:00,2021-02-23 13:30:00,10,2,16.1,1,2021
FL.BNA.01,15.0,2021-02-27 11:20:00,2021-02-27 11:25:00,10,2,15.1,1,2021
FL.SLG.03,15.0,2021-03-09 14:50:00,2021-03-09 14:55:00,10,2,16.0,1,2021
FL.RTW.01,15.0,2021-04-12 13:00:00,2021-04-12 13:25:00,30,6,24.9,1,2021
FL.RTW.10,15.0,2021-04-12 13:00:00,2021-04-12 13:20:00,25,5,24.0,1,2021
FL.BKP.02,15.0,2021-04-25 05:55:00,2021-04-25 06:35:00,45,9,18.1,1,2021
FL.PWT.02,15.0,2021-04-25 06:25:00,2021-04-25 06:30:00,10,2,19.3,1,2021
FL.DDG.01,15.0,2021-04-27 13:40:00,2021-04-27 14:05:00,30,6,20.6,1,2021
FL.HKG.01,15.0,2021-04-27 13:45:00,2021-04-27 14:40:00,60,12,19.6,1,2021
FL.STN.04,15.0,2021-04-27 13:45:00,2021-04-27 14:45:00,65,13,28.5,1,2021
FL.DDG.02,15.0,2021-04-27 14:00:00,2021-04-27 14:55:00,60,12,20.8,1,2021
FL.WTN.02,15.0,2021-04-27 14:10:00,2021-04-27 14:30:00,25,4,21.0,2,2021
FL.STN.02,15.0,2021-05-03 13:55:00,2021-05-03 14:30:00,40,8,23.6,1,2021
FL.STN.03,15.0,2021-05-03 13:55:00,2021-05-03 14:20:00,30,6,18.9,1,2021
FL.DDG.01,15.0,2021-05-19 18:10:00,2021-05-19 18:45:00,40,8,20.9,1,2021
FL.DDG.02,15.0,2021-05-19 18:25:00,2021-05-19 20:35:00,135,27,26.3,1,2021
FL.DDG.06,15.0,2021-05-19 18:25:00,2021-05-19 20:55:00,155,31,28.3,1,2021
FL.SLG.03,15.0,2021-05-19 18:40:00,2021-05-19 22:15:00,220,44,30.7,1,2021
FL.RTW.01,15.0,2021-05-19 18:55:00,2021-05-19 20:05:00,75,15,29.0,1,2021
FL.RTW.10,15.0,2021-05-19 19:00:00,2021-05-19 19:55:00,60,12,26.5,1,2021
FL.BKP.02,15.0,2021-05-19 19:05:00,2021-05-19 21:15:00,135,27,32.6,1,2021
FL.BNA.03,15.0,2021-05-19 19:05:00,2021-05-19 21:35:00,155,31,47.1,1,2021
FL.RTW.05,15.0,2021-05-19 19:05:00,2021-05-19 19:25:00,25,5,17.1,1,2021
FL.PTW.01,15.0,2021-05-19 19:10:00,2021-05-19 19:55:00,50,10,21.9,1,2021
FL.PWT.02,15.0,2021-05-19 19:10:00,2021-05-20 00:40:00,335,64,24.1,2,2021
FL.STN.04,15.0,2021-05-19 19:10:00,2021-05-19 20:00:00,55,11,24.2,1,2021
FL.SLG.02,15.0,2021-05-19 19:45:00,2021-05-19 20:00:00,20,4,17.5,1,2021
FL.BNA.02,15.0,2021-05-19 20:15:00,2021-05-19 20:50:00,40,8,19.1,1,2021
FL.DDG.07,15.0,2021-05-19 20:50:00,2021-05-19 22:00:00,75,15,27.4,1,2021
FL.RTW.01,15.0,2021-05-29 00:20:00,2021-05-29 00:30:00,15,3,16.8,1,2021
FL.PWT.02,15.0,2021-06-28 18:00:00,2021-06-28 18:35:00,40,4,19.5,2,2021
FL.BKN.01,15.0,2021-07-01 22:15:00,2021-07-01 23:20:00,70,14,21.6,1,2021
FL.DDG.02,15.0,2021-07-01 22:15:00,2021-07-02 00:35:00,145,29,32.5,1,2021
FL.DDG.06,15.0,2021-07-01 22:15:00,2021-07-02 02:00:00,230,46,47.6,1,2021
FL.BKE.01,15.0,2021-07-01 22:20:00,2021-07-01 22:50:00,35,7,17.1,1,2021
FL.DDG.01,15.0,2021-07-01 22:20:00,2021-07-01 22:55:00,40,8,25.5,1,2021
FL.PYT.02,15.0,2021-07-01 22:30:00,2021-07-01 23:35:00,70,8,24.1,2,2021
FL.CTC.02,15.0,2021-07-01 22:40:00,2021-07-01 23:20:00,45,9,20.9,1,2021
FL.PYT.05,15.0,2021-07-01 22:45:00,2021-07-01 22:50:00,10,2,18.0,1,2021
FL.CTC.01,15.0,2021-07-01 22:50:00,2021-07-02 00:10:00,85,17,26.2,1,2021
FL.CTC.07,15.0,2021-07-01 22:50:00,2021-07-01 23:20:00,35,7,20.5,1,2021
FL.PYT.04,15.0,2021-07-01 22:50:00,2021-07-01 22:55:00,10,2,16.1,1,2021
FL.PYT.06,15.0,2021-07-01 22:50:00,2021-07-01 23:20:00,35,7,20.1,1,2021
FL.PWT.02,15.0,2021-07-01 23:00:00,2021-07-01 23:35:00,40,8,20.7,1,2021
FL.BKP.02,15.0,2021-07-02 18:10:00,2021-07-02 19:10:00,65,13,21.0,1,2021
FL.RTW.01,15.0,2021-07-10 23:25:00,2021-07-10 23:50:00,30,6,18.3,1,2021
FL.PWT.02,15.0,2021-07-10 23:35:00,2021-07-11 05:00:00,330,66,25.9,1,2021
FL.DDG.01,15.0,2021-07-13 17:30:00,2021-07-13 18:35:00,70,14,27.5,1,2021
FL.BKP.02,15.0,2021-07-13 17:50:00,2021-07-13 18:35:00,50,10,19.5,1,2021
FL.DDG.02,15.0,2021-07-13 18:10:00,2021-07-13 18:45:00,40,8,19.4,1,2021
FL.BBN.01,15.0,2021-07-14 08:30:00,2021-07-14 09:35:00,70,14,21.0,1,2021
FL.BBN.02,15.0,2021-07-14 08:30:00,2021-07-14 09:50:00,85,17,24.2,1,2021
FL.JTG.01,15.0,2021-07-14 08:45:00,2021-07-14 09:20:00,40,7,18.6,2,2021
FL.SLG.03,15.0,2021-08-11 23:25:00,2021-08-11 23:55:00,35,7,21.5,1,2021
FL.DDG.01,15.0,2021-08-11 23:40:00,2021-08-11 23:45:00,10,2,18.4,1,2021
FL.BKP.02,15.0,2021-08-11 23:50:00,2021-08-12 00:00:00,15,3,16.0,1,2021
FL.RTW.09,15.0,2021-08-12 00:40:00,2021-08-12 01:00:00,25,5,20.8,1,2021
FL.DDG.01,15.0,2021-08-13 18:30:00,2021-08-13 18:35:00,10,2,15.7,1,2021
FL.BKM.01,15.0,2021-08-21 06:00:00,2021-08-21 08:55:00,180,36,37.9,1,2021
FL.BKM.02,15.0,2021-08-21 06:15:00,2021-08-21 08:20:00,130,26,26.9,1,2021
FL.BKP.02,15.0,2021-08-21 06:30:00,2021-08-21 06:40:00,15,3,16.9,1,2021
FL.PWT.02,15.0,2021-08-21 06:35:00,2021-08-21 07:55:00,85,17,26.4,1,2021
FL.BNA.04,15.0,2021-08-21 07:05:00,2021-08-21 07:10:00,10,2,18.1,1,2021
FL.WTL.02,15.0,2021-08-21 07:10:00,2021-08-21 07:30:00,25,4,16.5,2,2021
FL.PWT.02,15.0,2021-08-22 08:30:00,2021-08-22 08:35:00,10,2,17.1,1,2021
FL.SMI.01,15.0,2021-08-26 16:10:00,2021-08-26 16:25:00,20,4,22.5,1,2021
FL.DDG.01,15.0,2021-08-27 12:35:00,2021-08-27 13:05:00,35,7,27.8,1,2021
FL.DDG.02,15.0,2021-08-27 12:40:00,2021-08-27 13:55:00,80,16,27.5,1,2021
FL.DDG.06,15.0,2021-08-27 12:40:00,2021-08-27 13:00:00,25,5,19.8,1,2021
FL.LSI.03,15.0,2021-08-27 13:15:00,2021-08-27 13:30:00,20,4,16.9,1,2021
FL.SMI.01,15.0,2021-08-27 13:30:00,2021-08-27 13:50:00,25,5,25.1,1,2021
FL.BKP.02,15.0,2021-08-27 14:40:00,2021-08-27 15:05:00,30,4,18.0,2,2021
FL.DST.06,15.0,2021-08-28 11:15:00,2021-08-28 11:50:00,40,8,19.8,1,2021
FL.CTC.04,15.0,2021-08-28 11:30:00,2021-08-28 12:50:00,85,17,30.2,1,2021
FL.DST.07,15.0,2021-08-31 21:00:00,2021-08-31 21:55:00,60,9,18.9,2,2021
FL.DDG.02,15.0,2021-08-31 21:10:00,2021-08-31 23:25:00,140,28,29.4,1,2021
FL.DDG.06,15.0,2021-08-31 21:10:00,2021-09-01 00:40:00,215,43,41.7,1,2021
FL.DST.06,15.0,2021-08-31 21:30:00,2021-08-31 22:20:00,55,11,20.4,1,2021
FL.DDG.07,15.0,2021-08-31 21:35:00,2021-09-01 00:15:00,165,33,43.5,1,2021
FL.PYT.05,15.0,2021-08-31 21:40:00,2021-08-31 23:25:00,110,22,23.3,1,2021
FL.DDG.01,15.0,2021-08-31 21:50:00,2021-08-31 22:10:00,25,5,21.1,1,2021
FL.PYT.01,15.0,2021-08-31 21:55:00,2021-08-31 22:05:00,15,3,17.0,1,2021
FL.PYT.06,15.0,2021-08-31 21:55:00,2021-08-31 22:45:00,55,11,21.1,1,2021
FL.PYT.04,15.0,2021-08-31 22:00:00,2021-08-31 22:05:00,10,2,17.1,1,2021
FL.CTC.01,15.0,2021-08-31 22:05:00,2021-09-01 00:25:00,145,29,21.8,1,2021
FL.BKP.02,15.0,2021-08-31 22:30:00,2021-08-31 23:10:00,45,9,17.8,1,2021
FL.BNA.04,15.0,2021-09-08 02:40:00,2021-09-08 03:05:00,30,6,20.1,1,2021
FL.BBN.01,15.0,2021-09-08 03:05:00,2021-09-08 03:25:00,25,5,17.2,1,2021
FL.STN.03,15.0,2021-09-09 10:40:00,2021-09-09 11:25:00,50,10,19.8,1,2021
FL.PWT.02,15.0,2021-09-16 08:05:00,2021-09-16 08:10:00,10,2,17.2,1,2021
FL.LSI.03,15.0,2021-09-19 15:30:00,2021-09-19 17:15:00,110,22,33.2,1,2021
FL.LSI.04,15.0,2021-09-19 15:30:00,2021-09-19 16:25:00,60,12,23.0,1,2021
FL.STN.01,15.0,2021-09-19 15:40:00,2021-09-19 19:10:00,215,43,45.4,1,2021
FL.STN.02,15.0,2021-09-19 15:40:00,2021-09-19 19:05:00,210,42,42.8,1,2021
FL.STN.03,15.0,2021-09-19 15:40:00,2021-09-19 19:15:00,220,44,44.2,1,2021
FL.STN.04,15.0,2021-09-19 15:45:00,2021-09-19 17:20:00,100,20,30.0,1,2021
FL.BBN.01,15.0,2021-09-19 15:55:00,2021-09-19 16:30:00,40,8,22.5,1,2021
