station,rows,ts_min,ts_max,n_ts,name,n_flow,min_flow,max_flow,avg_flow,n_wl,min_wl,max_wl,avg_wl,n_area,min_area,max_area,avg_area,n_mean_velocity,min_mean_velocity,max_mean_velocity,avg_mean_velocity,year,dataset
FW.BKG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองบึงขวาง,105106,-37.33,21.13,-1.2792701654,105106,-0.46,0.75,-0.0435327193,105106,19.58,38.32,25.7793017525,105106,-2.07,1.35,-0.0778301905,2022,flow
FW.BSU.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองบางซื่อ,105021,0.0,53.11,3.1128510488,105021,-1.53,0.6,-0.4545584216,105021,26.15,62.29,44.3984400263,105021,0.0,1.7,0.1227734453,2022,flow
FW.K2W.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสองตะวันตก,105071,0.0,161.87,0.8758152107,105071,-0.2,2.54,0.4257649589,105071,6.91,64.24,16.4943887467,105071,0.0,7.94,0.060730744,2022,flow
FW.K3W.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามตะวันตก,105018,0.0,193.5,0.4920904988,105018,-0.14,3.37,0.5824366299,105018,24.25,89.71,35.858830391,105018,0.0,3.87,0.0229911063,2022,flow
FW.K4W.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสี่ตะวันตก,101816,0.0,48.88,0.1623614167,101816,-0.18,2.85,0.4844609884,101816,6.66,101.12,19.415630451,101816,0.0,3.91,0.0154367683,2022,flow
FW.KKY.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองควาย,102634,0.0,81.76,0.2932920864,102634,0.0,2.59,0.6004246156,102634,0.0,84.72,35.4469038525,102634,0.0,7.83,0.0291353742,2022,flow
FW.KNG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองหนึ่ง,103304,0.0,93.47,0.811236835,103304,-0.46,0.79,6.25339e-05,103304,14.0,39.0,22.3479536126,103304,0.0,6.19,0.0595146364,2022,flow
FW.KPM.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนวัดเทวสุนทร,104902,-9.53,36.17,10.9923745019,104902,-0.56,1.15,-0.0990579779,102440,0.0,83.98,55.1906653651,104902,-39.19,5.26,-0.2628217765,2022,flow
FW.KPM.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,จุดวัดคลองเปรมประชากร ตอนซอยประชาชื่น 4 แยก 1-4,105059,-13.45,40.52,6.190899209,105059,-1.48,0.72,-0.3136235829,98597,0.0,75.03,42.9247758045,105059,-0.21,3.1,0.2794662047,2022,flow
FW.KSO.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองซอย,104541,0.0,155.71,5.5615150037,104541,0.22,0.93,0.5534580691,104541,5.13,7.12,6.0616583924,104542,0.0,0.62,0.0251515181,2022,flow
FW.KSW.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองสามวา,104045,0.0,31.41,0.7985528377,104045,-0.44,0.84,0.0297181989,104045,0.0,43.78,28.2520860205,104045,0.0,2.02,0.0495711471,2022,flow
FW.LKB.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำลาดกระบัง,87832,0.0,16.01,0.6774344203,87832,-0.5,0.65,-0.1427589034,87832,19.0,37.0,24.2478692276,87832,0.0,1.0,0.0434915521,2022,flow
FW.LMT.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลำหม้อแตก,104554,0.0,43.36,0.276258871,104554,0.03,1.4,0.6119262773,104554,4.74,26.14,12.697234826,104554,0.0,5.19,0.0655477552,2022,flow
FW.LPW.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ประตูระบายน้ำคลองลาดพร้าว,104955,-11.17,18.35,0.994322805,104955,-1.16,1.08,-0.1728186366,89974,0.0,33.6,13.8960300754,104955,-0.63,0.75,0.0845257491,2022,flow
FW.PKG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,จุดวัดสะพานพระราม 8,105034,-2990.2,3431.56,550.0968802483,105036,-1.36,2.34,0.6586501771,102314,0.0,3005.22,2668.1060001564,105036,-1.1,1.3,0.2198612857,2022,flow
FW.PNJ.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,สถานีสูบน้ำคลองขุนราชพินิจใจ,104796,0.0,431.05,6.0828731058,104796,-0.84,1.32,0.5578405664,104796,15.41,87.19,60.3774212756,104796,0.0,6.89,0.2478228177,2022,flow
FW.PSC.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,จุดวัดคลองภาษีเจริญ ตอนคลองมหาศร,0,,,,0,,,,0,,,,0,,,,2022,flow
