station,rows,ts_min,ts_max,n_ts,name,n_flood,min_flood,max_flood,avg_flood,n_ge5,n_ge15,n_ge30,n_gt0,n_neg,year,dataset
FL.MBR.01,40320,2021-08-14T00:00:00.000,2021-12-31T23:55:00.000,40320,ถ.สุวินทวงศ์ ช่วงแยกไปรษณีย์มีนบุรี,26916,0.0,13.2,0.0012148908,3,0,0,3,0,2021,flood
FL.PKN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105120,0.0,14.3,0.000136035,1,0,0,1,0,2021,flood
FL.PNK.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.PPS.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105120,0.0,15.6,0.0305755327,35,2,0,1492,0,2021,flood
FL.PPS.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105120,0.0,4.9,0.0001769406,0,0,0,4,0,2021,flood
FL.PTW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105120,0.0,21.9,0.0043455099,34,10,0,43,0,2021,flood
FL.PTW.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงมาบุญครอง,105120,0.0,11.4,0.0019358828,21,0,0,24,0,2021,flood
FL.PTW.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.PTW.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,105120,0.0,11.2,0.0041657154,49,0,0,58,0,2021,flood
FL.PTW.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,105120,0.0,8.0,7.61035e-05,1,0,0,1,0,2021,flood
FL.PWT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,105120,0.0,12.6,0.000233067,2,0,0,2,0,2021,flood
FL.PWT.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,105120,0.0,26.6,0.0746071157,489,198,0,5338,0,2021,flood
FL.PYT.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105120,0.0,17.0,0.0036653349,34,3,0,47,0,2021,flood
FL.PYT.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงสะพานควาย,105120,0.0,24.1,0.0032486682,28,9,0,30,0,2021,flood
FL.PYT.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระราม6 ช่วงทางด่วน,105120,0.0,11.6,0.0016019787,20,0,0,20,0,2021,flood
FL.PYT.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สุทธิสารวินิจฉัย ซอย 19,105120,0.0,17.1,0.0039726027,35,5,0,41,0,2021,flood
FL.PYT.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยสายลม,105120,0.0,23.3,0.023549277,52,25,0,7047,0,2021,flood
FL.PYT.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105120,0.0,21.1,0.0060901826,41,18,0,291,0,2021,flood
FL.PYT.07,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105120,0.0,7.3,0.002163242,13,0,0,57,0,2021,flood
FL.RTW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105120,0.0,29.0,0.0115353881,87,31,0,110,0,2021,flood
FL.RTW.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105120,0.0,12.4,0.001386035,17,0,0,20,0,2021,flood
FL.RTW.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าเมโทร,105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.RTW.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงกรมปศุสัตว์,105120,0.0,9.8,0.0027777778,31,0,0,56,0,2021,flood
FL.RTW.05,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105120,0.0,18.1,0.0045157915,39,10,0,52,0,2021,flood
FL.RTW.06,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ราชวิถี ช่วงสวนสันติภาพ,105120,0.0,8.9,0.0018188737,2,0,0,91,0,2021,flood
FL.RTW.07,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105120,0.0,2.1,1.99772e-05,0,0,0,1,0,2021,flood
FL.RTW.08,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.นิคมมักกะสัน แยกราชปรารภ,105120,0.0,12.1,0.0013118341,17,0,0,19,0,2021,flood
FL.RTW.09,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105120,0.0,20.8,0.0070700152,73,7,0,77,0,2021,flood
FL.RTW.10,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105120,0.0,26.5,0.0214849696,43,24,0,3072,0,2021,flood
FL.SLG.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พัฒนาการ แยกศรีนครินทร์,105120,0.0,13.5,0.003254376,37,0,0,43,0,2021,flood
FL.SLG.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.รามคำแหง ซอย 3,105120,0.0,18.7,0.0364259893,45,15,0,2143,0,2021,flood
FL.SLG.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105120,0.0,30.7,0.0682990868,138,70,3,17165,0,2021,flood
FL.SMI.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105120,0.0,34.7,0.0158609209,92,46,11,101,0,2021,flood
FL.SPW.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เจริญกรุง แยกแปลงนาม,105120,0.0,16.8,0.0022155632,22,1,0,27,0,2021,flood
FL.SPW.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เยาวราช ช่วงแยกราชวงศ์,105120,0.0,12.1,0.0210074201,267,0,0,554,0,2021,flood
FL.STN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.จันทน์ ซอย 28/2,105120,0.0,45.4,0.0186558219,83,50,33,88,0,2021,flood
FL.STN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.เซนต์หลุยส์ 3,105120,0.0,44.9,0.0435721081,134,102,55,1166,0,2021,flood
FL.STN.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สาธุประดิษฐ์ ซอย 2,105120,0.0,44.2,0.029614726,107,75,27,7128,0,2021,flood
FL.STN.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.สวนพลู ช่วงตลาดสวนพลู,105120,0.0,30.0,0.0153015601,104,49,1,112,0,2021,flood
FL.WTL.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,105120,0.0,9.6,0.0022650304,32,0,0,35,0,2021,flood
FL.WTL.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,105120,0.0,16.5,0.011972032,139,7,0,162,0,2021,flood
FL.WTL.03,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.รามคำแหง 43/1,105120,0.0,13.3,0.0030165525,46,0,0,47,0,2021,flood
FL.WTL.04,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.รามคำแหง 65 (ซอยมหาดไทย),105120,0.0,0.0,0.0,0,0,0,0,0,2021,flood
FL.WTN.01,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),105120,0.0,15.1,0.0077083333,87,1,0,111,0,2021,flood
FL.WTN.02,105120,2021-01-01T00:00:00.000,2021-12-31T23:55:00.000,105120,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,105120,0.0,21.0,0.002179414,18,5,0,22,0,2021,flood
FL.BBN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เอกชัย ช่วงห้างบิ๊กซีบางบอน,105120,0.0,21.3,0.0149543379,129,33,0,142,0,2022,flood
FL.BBN.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เอกชัย ซอย 60,105120,0.0,19.3,0.0108732877,92,18,0,126,0,2022,flood
FL.BKA.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงวงเวียนบางเขน,105120,0.0,10.4,0.0114545282,105,0,0,200,0,2022,flood
FL.BKE.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เพชรเกษม แยกวงแหวนกาญจนาภิเษก,105120,0.0,19.6,0.0104433029,91,21,0,92,0,2022,flood
FL.BKE.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เพชรเกษม ช่วงซอยวัดม่วง,105120,0.0,11.2,0.0066143455,61,0,0,92,0,2022,flood
FL.BKL.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เจริญกรุง ช่วงวัดราชสิงขร,0,,,,0,0,0,0,0,2022,flood
FL.BKM.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 46 (สันติอโศก),105120,0.0,32.3,0.0699581431,477,225,8,491,0,2022,flood
FL.BKM.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 135,105120,0.0,24.8,0.0411862633,161,28,0,1126,0,2022,flood
FL.BKN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.อิสรภาพ ช่วงตลาดพรานนก,105120,0.0,21.5,0.0335207382,269,78,0,421,0,2022,flood
FL.BKN.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.บรมราชชนนี ช่วงสายใต้,105120,0.0,15.3,0.013966895,165,1,0,266,0,2022,flood
FL.BKP.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ลาดพร้าว แม็คโคร,105120,0.0,6.9,0.0009950533,12,0,0,20,0,2022,flood
FL.BKP.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ หน้าบริษัทกรีนสปอร์ต,105120,0.0,32.7,0.0241695205,104,32,7,443,0,2022,flood
FL.BKT.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.บางขุนเทียน ชายทะเล ช่วงถ.พระรามที่ 2,105104,0.0,4.4,0.0005784747,0,0,0,24,0,2022,flood
FL.BNA.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงกรมอุตุนิยมวิทยา,105120,0.0,10.5,0.0007096651,10,0,0,11,0,2022,flood
FL.BNA.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงวัดศรีเอี่ยม,105120,0.0,25.1,0.0611881659,404,243,0,414,0,2022,flood
FL.BNA.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแยกบางนา,105120,0.0,50.9,0.0581278539,259,164,82,402,0,2022,flood
FL.BNA.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแบริ่ง,105120,0.0,21.2,0.0286253805,201,46,0,419,0,2022,flood
FL.BRK.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุรวงศ์ ช่วงทางด่วน,105120,0.0,26.9,0.0109389269,84,26,0,100,0,2022,flood
FL.BRK.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สีลม ช่วงถนนคอนแวนต์,105120,0.0,40.7,0.020585997,236,15,3,279,0,2022,flood
FL.BSU.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ประชาราษฏร์ แยกเตาปูน,105120,0.0,15.7,0.016016933,224,2,0,247,0,2022,flood
FL.CTC.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกลาดพร้าว (หน้าธนาคารกรุงเทพ),105120,0.0,38.4,0.0414868721,194,141,45,200,0,2022,flood
FL.CTC.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.กำแพงเพชร 3,105120,0.0,11.5,0.0103729072,142,0,0,154,0,2022,flood
FL.CTC.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงแยกเกษตร,105120,0.0,46.5,0.017749239,97,61,6,109,0,2022,flood
FL.CTC.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เทศบาลสงเคราะห์ ช่วงตลาดประชานิเวศน์,105120,0.0,31.1,0.0201636225,137,68,3,145,0,2022,flood
FL.CTC.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน หน้ากรมการขนส่งทางบก,105120,0.0,9.2,0.0003320015,4,0,0,5,0,2022,flood
FL.CTC.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ช่วงแยกเกษตร,105120,0.0,6.8,0.1143816591,241,0,0,3166,0,2022,flood
FL.CTC.07,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.เสนานิคม,105120,0.0,51.4,0.0404737443,179,131,63,180,0,2022,flood
FL.DDG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกเทียมร่วมมิตร,105120,0.0,28.4,0.0481601979,277,92,0,666,0,2022,flood
FL.DDG.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105120,0.0,30.8,0.0357163242,294,81,1,372,0,2022,flood
FL.DDG.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ดินแดง ซอยสุทธิพร 2,105120,0.0,18.2,0.0082049087,45,12,0,142,0,2022,flood
FL.DDG.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105120,0.0,9.5,0.014766933,31,0,0,374,0,2022,flood
FL.DDG.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก สถานฑูตจีน,105120,0.0,25.4,0.0268046043,175,72,0,266,0,2022,flood
FL.DDG.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ประชาสุข ซ.อินทามระ 53,105120,0.0,45.6,0.068429414,421,163,71,537,0,2022,flood
FL.DDG.07,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105120,0.0,46.1,0.0426426941,223,123,50,262,0,2022,flood
FL.DDG.08,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105120,0.0,29.4,0.0284560502,73,28,0,608,0,2022,flood
FL.DST.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,105120,0.0,0.0,0.0,0,0,0,0,0,2022,flood
FL.DST.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สามเสน ช่วงแยกเกียกกาย,74790,0.0,28.6,0.0083981816,31,23,0,31,0,2022,flood
FL.DST.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105120,0.0,5.2,0.000304414,1,0,0,12,0,2022,flood
FL.DST.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ราชสีมา แยกอู่ทองนอก,105120,0.0,5.2,0.0008266743,1,0,0,23,0,2022,flood
FL.DST.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.นครไชยศรี (กรมสรรพสามิต),105120,0.0,0.0,0.0,0,0,0,0,0,2022,flood
FL.DST.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105120,0.0,24.4,0.0089887747,62,31,0,69,0,2022,flood
FL.DST.07,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105120,0.0,11.1,0.005696347,16,0,0,143,0,2022,flood
FL.DST.08,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ราชวิถี หน้ามหาวิทยาลัยสวนดุสิต,100034,0.0,19.0,0.0032658896,28,4,0,38,0,2022,flood
FL.HKG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,105120,0.0,36.0,0.0576931126,412,158,26,427,0,2022,flood
FL.JTG.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.จอมทอง ช่วงแยกจอมทอง,105120,0.0,18.4,0.004880137,59,1,0,64,0,2022,flood
FL.KSN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ลาดหญ้า วงเวียนใหญ่,105120,0.0,8.2,0.000537481,8,0,0,9,0,2022,flood
FL.KTY.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,105120,0.0,21.5,0.0091933029,74,17,0,118,0,2022,flood
FL.KTY.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105120,0.0,22.3,0.0239060122,229,22,0,277,0,2022,flood
FL.KTY.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระราม 3 ช่วงทางรถไฟ,105120,0.0,19.8,0.008011796,71,9,0,90,0,2022,flood
FL.KTY.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105120,0.0,26.6,0.0602987062,478,153,0,487,0,2022,flood
FL.KTY.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุนทรโกษา แยก ณ ระนอง,105120,0.0,19.8,0.0187100457,175,29,0,195,0,2022,flood
FL.LSI.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ซ.แจ้งวัฒนะ 14,0,,,,0,0,0,0,0,2022,flood
FL.LSI.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน แยกพงษ์เพชร,105120,0.0,16.1,0.0088936454,95,3,0,131,0,2022,flood
FL.LSI.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,85773,0.0,28.1,0.0935177737,424,245,0,1172,0,2022,flood
FL.LSI.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105120,0.0,36.1,0.0651274734,428,158,15,682,0,2022,flood
FL.LSI.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105120,0.0,26.4,0.0342009132,241,47,0,480,0,2022,flood
FL.LSI.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ซอยชินเขต,105120,0.0,0.0,0.0,0,0,0,0,0,2022,flood
FL.MBR.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุวินทวงศ์ ช่วงแยกไปรษณีย์มีนบุรี,100032,0.0,13.0,0.0005428263,5,0,0,5,0,2022,flood
FL.PKN.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105120,0.0,0.0,0.0,0,0,0,0,0,2022,flood
FL.PNK.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105120,0.0,6.9,0.001033105,18,0,0,18,0,2022,flood
FL.PPS.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105120,0.0,13.4,0.0033561644,36,0,0,49,0,2022,flood
FL.PPS.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105120,0.0,0.0,0.0,0,0,0,0,0,2022,flood
FL.PTW.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105120,0.0,6.3,0.0016609589,24,0,0,31,0,2022,flood
FL.PTW.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงมาบุญครอง,105120,0.0,12.0,0.0027939498,26,0,0,45,0,2022,flood
FL.PTW.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,98070,0.0,10.8,0.0098021821,90,0,0,239,0,2022,flood
FL.PTW.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,76425,0.0,9.6,0.0031076219,32,0,0,36,0,2022,flood
FL.PTW.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,105120,0.0,17.2,0.003484589,31,7,0,32,0,2022,flood
FL.PWT.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,105120,0.0,12.5,0.0019577626,23,0,0,23,0,2022,flood
FL.PWT.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,105120,0.0,41.0,0.2166476408,1168,646,213,1719,0,2022,flood
FL.PYT.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105120,0.0,7.7,0.0006021689,10,0,0,10,0,2022,flood
FL.PYT.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงสะพานควาย,104485,0.0,25.9,0.0113442121,92,23,0,95,0,2022,flood
FL.PYT.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระราม6 ช่วงทางด่วน,105120,0.0,16.1,0.0041818874,46,1,0,47,0,2022,flood
FL.PYT.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.สุทธิสารวินิจฉัย ซอย 19,105120,0.0,14.1,0.0034703196,35,0,0,54,0,2022,flood
FL.PYT.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยสายลม,105120,0.0,18.7,0.0059408295,71,3,0,71,0,2022,flood
FL.PYT.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105120,0.0,20.3,0.0111967275,69,18,0,160,0,2022,flood
FL.PYT.07,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105120,0.0,12.2,0.0031925419,28,0,0,66,0,2022,flood
FL.RTW.01,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105120,0.0,7.2,0.0007363014,7,0,0,15,0,2022,flood
FL.RTW.02,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105120,0.0,11.1,0.0031135845,42,0,0,50,0,2022,flood
FL.RTW.03,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าเมโทร,105120,0.0,5.1,9.41781e-05,1,0,0,2,0,2022,flood
FL.RTW.04,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงกรมปศุสัตว์,105120,0.0,13.8,0.020576484,240,0,0,278,0,2022,flood
FL.RTW.05,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105120,0.0,15.1,0.0040192161,41,3,0,43,0,2022,flood
FL.RTW.06,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ราชวิถี ช่วงสวนสันติภาพ,105120,0.0,8.5,0.0009313166,13,0,0,15,0,2022,flood
FL.RTW.07,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105120,0.0,5.9,5.61263e-05,1,0,0,1,0,2022,flood
FL.RTW.08,105120,2022-01-01T00:00:00.000,2022-12-31T23:55:00.000,105120,ถ.นิคมมักกะสัน แยกราชปรารภ,105120,0.0,26.1,0.0104452055,55,25,0,138,0,2022,flood
