station,rows,ts_min,ts_max,n_ts,name,n_flood,min_flood,max_flood,avg_flood,n_ge5,n_ge15,n_ge30,n_gt0,n_neg,year,dataset
FL.BKE.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เพชรเกษม ช่วงซอยวัดม่วง,105408,0.0,16.4,0.0028052899,27,1,0,27,0,2024,flood
FL.BKL.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เจริญกรุง ช่วงวัดราชสิงขร,0,,,,0,0,0,0,0,2024,flood
FL.BKM.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.นวมินทร์ ช่วงซอย 46 (สันติอโศก),105408,0.0,32.5,0.0152284457,106,47,8,112,0,2024,flood
FL.BKM.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.นวมินทร์ ช่วงซอย 135,105408,0.0,22.9,0.0293194065,55,19,0,941,0,2024,flood
FL.BKN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.อิสรภาพ ช่วงตลาดพรานนก,105408,0.0,14.1,0.0021431011,20,0,0,32,0,2024,flood
FL.BKN.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.บรมราชชนนี ช่วงสายใต้,105408,0.0,3.8,5.5973e-05,0,0,0,2,0,2024,flood
FL.BKP.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ลาดพร้าว แม็คโคร,105408,0.0,3.9,0.0002106102,0,0,0,6,0,2024,flood
FL.BKP.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีนครินทร์ หน้าบริษัทกรีนสปอร์ต,105408,0.0,14.8,0.0007570583,6,0,0,12,0,2024,flood
FL.BKT.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.บางขุนเทียน ชายทะเล ช่วงถ.พระรามที่ 2,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.BNA.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุขุมวิท ช่วงกรมอุตุนิยมวิทยา,105408,0.0,9.7,0.0005701655,7,0,0,7,0,2024,flood
FL.BNA.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีนครินทร์ ช่วงวัดศรีเอี่ยม,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.BNA.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุขุมวิท ช่วงแยกบางนา,105408,0.0,13.8,0.0040461825,24,0,0,187,0,2024,flood
FL.BNA.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุขุมวิท ช่วงแบริ่ง,105408,0.0,27.6,0.0080525197,63,17,0,78,0,2024,flood
FL.BNA.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.อุดมสุข ช่วงซอยอุดมสุข 1,105408,0.0,3.7,0.0009800015,0,0,0,34,0,2024,flood
FL.BRK.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุรวงศ์ ช่วงทางด่วน,105408,0.0,31.8,0.0053136384,31,19,2,33,0,2024,flood
FL.BRK.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สีลม ช่วงถนนคอนแวนต์,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.BSU.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ประชาราษฏร์ แยกเตาปูน,105408,0.0,8.9,0.0038317775,54,0,0,64,0,2024,flood
FL.CTC.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก ช่วงแยกลาดพร้าว (หน้าธนาคารกรุงเทพ),105408,0.0,27.7,0.0081009032,44,32,0,46,0,2024,flood
FL.CTC.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.กำแพงเพชร 3,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.CTC.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงแยกเกษตร,105408,0.0,35.3,0.0044617107,27,13,2,30,0,2024,flood
FL.CTC.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เทศบาลสงเคราะห์ ช่วงตลาดประชานิเวศน์,100691,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.CTC.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน หน้ากรมการขนส่งทางบก,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.CTC.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.งามวงศ์วาน ช่วงแยกเกษตร,105408,0.0,7.9,0.0404864906,91,0,0,1054,0,2024,flood
FL.CTC.07,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.เสนานิคม,105408,0.0,43.3,0.0103455146,52,31,16,52,0,2024,flood
FL.DDG.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก ช่วงแยกเทียมร่วมมิตร,105408,0.0,24.1,0.0076806315,59,16,0,89,0,2024,flood
FL.DDG.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105408,0.0,34.7,0.0125920234,76,40,11,91,0,2024,flood
FL.DDG.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ดินแดง ซอยสุทธิพร 2,105408,0.0,10.5,0.0006811627,9,0,0,9,0,2024,flood
FL.DDG.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.DDG.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.รัชดาภิเษก สถานฑูตจีน,105408,0.0,21.4,0.0021658698,11,6,0,31,0,2024,flood
FL.DDG.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ประชาสุข ซ.อินทามระ 53,105408,0.0,10.3,0.002752163,34,0,0,55,0,2024,flood
FL.DDG.07,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.DDG.08,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105408,0.0,16.9,0.1294958637,64,3,0,3403,0,2024,flood
FL.DST.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,0,,,,0,0,0,0,0,2024,flood
FL.DST.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สามเสน ช่วงแยกเกียกกาย,0,,,,0,0,0,0,0,2024,flood
FL.DST.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105408,0.0,5.0,0.0002741727,1,0,0,6,0,2024,flood
FL.DST.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ราชสีมา แยกอู่ทองนอก,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.DST.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.นครไชยศรี (กรมสรรพสามิต),0,,,,0,0,0,0,0,2024,flood
FL.DST.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.DST.07,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105408,0.0,2.0,1.89739e-05,0,0,0,1,0,2024,flood
FL.DST.08,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ราชวิถี หน้ามหาวิทยาลัยสวนดุสิต,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.HKG.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,105408,0.0,15.0,0.0039740817,43,1,0,45,0,2024,flood
FL.JTG.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.จอมทอง ช่วงแยกจอมทอง,105408,0.0,19.3,0.003702755,46,2,0,48,0,2024,flood
FL.KSN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ลาดหญ้า วงเวียนใหญ่,105408,0.0,14.5,0.0017313676,15,0,0,21,0,2024,flood
FL.KTY.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.KTY.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105408,0.0,12.5,0.0032454842,38,0,0,51,0,2024,flood
FL.KTY.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระราม 3 ช่วงทางรถไฟ,105408,0.0,6.9,0.0006735732,4,0,0,16,0,2024,flood
FL.KTY.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.KTY.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุนทรโกษา แยก ณ ระนอง,105408,0.0,17.9,0.0226519809,139,9,0,470,0,2024,flood
FL.LSI.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.แจ้งวัฒนะ 14,0,,,,0,0,0,0,0,2024,flood
FL.LSI.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.งามวงศ์วาน แยกพงษ์เพชร,105408,0.0,13.5,0.0016364982,14,0,0,29,0,2024,flood
FL.LSI.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,96996,0.0,18.9,0.0095313209,81,5,0,151,0,2024,flood
FL.LSI.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105408,0.0,20.0,0.0096947101,98,8,0,105,0,2024,flood
FL.LSI.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105408,0.0,14.0,0.0020083865,23,0,0,23,0,2024,flood
FL.LSI.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.งามวงศ์วาน ซอยชินเขต,105408,0.0,3.8,0.0002570962,0,0,0,10,0,2024,flood
FL.MBR.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุวินทวงศ์ ช่วงแยกไปรษณีย์มีนบุรี,105408,0.0,11.2,0.0006090619,6,0,0,9,0,2024,flood
FL.PKN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PNK.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PPS.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105408,0.0,9.2,0.0005122951,7,0,0,7,0,2024,flood
FL.PPS.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PTW.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105408,0.0,5.0,0.0001318685,1,0,0,3,0,2024,flood
FL.PTW.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พญาไท ช่วงมาบุญครอง,105408,0.0,7.1,0.0006612401,8,0,0,14,0,2024,flood
FL.PTW.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PTW.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,0,,,,0,0,0,0,0,2024,flood
FL.PTW.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,100707,0.0,8.4,0.0004289672,6,0,0,6,0,2024,flood
FL.PWT.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PWT.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,71015,0.0,11.4,0.0805139759,126,0,0,1681,0,2024,flood
FL.PYT.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PYT.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงสะพานควาย,64247,0.0,10.2,0.0207122512,216,0,0,216,0,2024,flood
FL.PYT.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระราม6 ช่วงทางด่วน,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PYT.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุทธิสารวินิจฉัย ซอย 19,105408,0.0,3.3,3.13069e-05,0,0,0,1,0,2024,flood
FL.PYT.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงซอยสายลม,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.PYT.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105408,0.0,5.6,5.31269e-05,1,0,0,1,0,2024,flood
FL.PYT.07,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105408,0.0,6.7,0.000599575,3,0,0,20,0,2024,flood
FL.RTW.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105408,0.0,5.1,9.20234e-05,1,0,0,2,0,2024,flood
FL.RTW.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เพชรบุรี ช่วงหน้าเมโทร,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พญาไท ช่วงกรมปศุสัตว์,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.05,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.06,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ราชวิถี ช่วงสวนสันติภาพ,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.07,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.08,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.นิคมมักกะสัน แยกราชปรารภ,105408,0.0,28.1,0.0039826199,26,13,0,27,0,2024,flood
FL.RTW.09,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105408,0.0,16.3,0.0064378415,68,1,0,89,0,2024,flood
FL.RTW.10,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105408,0.0,12.6,0.0014913479,16,0,0,18,0,2024,flood
FL.RTW.11,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 6 ช่วงพิพิธภัณฑ์กรมทางหลวง,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.RTW.12,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พระรามที่ 6 ช่วงกองการพัสดุ กรมทางหลวง,105408,0.0,9.1,0.0005388585,7,0,0,8,0,2024,flood
FL.SLG.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พัฒนาการ แยกศรีนครินทร์,105408,0.0,22.9,0.0151572936,160,24,0,160,0,2024,flood
FL.SLG.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.รามคำแหง ซอย 3,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.SLG.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105408,0.0,25.7,0.0050935413,36,14,0,43,0,2024,flood
FL.SMI.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105408,0.0,44.1,0.0190431466,90,67,13,91,0,2024,flood
FL.SPW.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เจริญกรุง แยกแปลงนาม,105408,0.0,16.7,0.001335762,12,3,0,13,0,2024,flood
FL.SPW.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เยาวราช ช่วงแยกราชวงศ์,105408,0.0,13.0,0.004336483,44,0,0,70,0,2024,flood
FL.STN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.จันทน์ ซอย 28/2,105408,0.0,6.8,0.0001128947,2,0,0,2,0,2024,flood
FL.STN.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.เซนต์หลุยส์ 3,105408,0.0,16.6,0.0013319672,11,2,0,13,0,2024,flood
FL.STN.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สาธุประดิษฐ์ ซอย 2,105408,0.0,23.5,0.0055991955,42,16,0,45,0,2024,flood
FL.STN.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สวนพลู ช่วงตลาดสวนพลู,105408,0.0,21.4,0.0033972753,30,7,0,36,0,2024,flood
FL.WTL.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,105408,0.0,9.1,0.0012408925,16,0,0,19,0,2024,flood
FL.WTL.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,105408,0.0,9.1,0.0161382438,170,0,0,342,0,2024,flood
FL.WTL.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.รามคำแหง 43/1,105408,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.WTL.04,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.รามคำแหง 65 (ซอยมหาดไทย),105408,0.0,1.1,0.0001717137,0,0,0,59,0,2024,flood
FL.WTN.01,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),60123,0.0,50.0,0.0145900903,33,8,7,118,0,2024,flood
FL.WTN.02,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,104427,0.0,0.0,0.0,0,0,0,0,0,2024,flood
FL.WTN.03,105408,2024-01-01T00:00:00.000,2024-12-31T23:55:00.000,105408,ถ.สุขุมวิท 71 ช่วงซอยปรีดีพนมยงค์ 20,85758,0.0,20.4,0.0092341239,68,15,0,76,0,2024,flood
FL.BBN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เอกชัย ช่วงห้างบิ๊กซีบางบอน,105120,0.0,22.4,0.0099590944,83,21,0,109,0,2025,flood
FL.BBN.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เอกชัย ซอย 60,105120,0.0,26.7,0.0096270928,61,34,0,92,0,2025,flood
FL.BKA.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงวงเวียนบางเขน,0,,,,0,0,0,0,0,2025,flood
FL.BKA.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 55/1,105120,0.0,10.4,0.005369102,6,0,0,130,0,2025,flood
FL.BKE.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เพชรเกษม แยกวงแหวนกาญจนาภิเษก,105119,0.0,14.5,0.0017589589,16,0,0,16,0,2025,flood
FL.BKE.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เพชรเกษม ช่วงซอยวัดม่วง,105120,0.0,23.5,0.0031868341,32,8,0,34,0,2025,flood
FL.BKL.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เจริญกรุง ช่วงวัดราชสิงขร,0,,,,0,0,0,0,0,2025,flood
FL.BKM.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 46 (สันติอโศก),105120,0.0,33.8,0.0257848174,188,74,10,192,0,2025,flood
FL.BKM.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.นวมินทร์ ช่วงซอย 135,105120,0.0,21.8,0.0068302892,48,20,0,71,0,2025,flood
FL.BKN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.อิสรภาพ ช่วงตลาดพรานนก,103505,0.0,16.2,0.0040732332,39,4,0,65,0,2025,flood
FL.BKN.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.บรมราชชนนี ช่วงสายใต้,105120,0.0,4.6,0.0001236682,0,0,0,6,0,2025,flood
FL.BKP.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ลาดพร้าว แม็คโคร,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.BKP.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ หน้าบริษัทกรีนสปอร์ต,61678,0.0,13.9,0.0009776582,7,0,0,8,0,2025,flood
FL.BKT.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.บางขุนเทียน ชายทะเล ช่วงถ.พระรามที่ 2,105116,0.0,4.6,0.0002159519,0,0,0,10,0,2025,flood
FL.BNA.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงกรมอุตุนิยมวิทยา,105120,0.0,9.1,0.0011577245,16,0,0,17,0,2025,flood
FL.BNA.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงวัดศรีเอี่ยม,105120,0.0,15.2,0.0100732496,97,1,0,101,0,2025,flood
FL.BNA.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแยกบางนา,105120,0.0,32.5,0.0087842466,38,31,1,131,0,2025,flood
FL.BNA.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงแบริ่ง,105118,0.0,25.7,0.030034818,240,80,0,267,0,2025,flood
FL.BNA.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.อุดมสุข ช่วงซอยอุดมสุข 1,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.BRK.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุรวงศ์ ช่วงทางด่วน,105120,0.0,13.7,0.000664003,8,0,0,8,0,2025,flood
FL.BRK.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สีลม ช่วงถนนคอนแวนต์,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.BSU.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ประชาราษฏร์ แยกเตาปูน,41733,0.0,4.6,0.0028802147,0,0,0,32,0,2025,flood
FL.CTC.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกลาดพร้าว (หน้าธนาคารกรุงเทพ),105120,0.0,21.9,0.0103624429,71,38,0,76,0,2025,flood
FL.CTC.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.กำแพงเพชร 3,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.CTC.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงแยกเกษตร,98329,0.0,32.7,0.0208595633,89,75,9,90,0,2025,flood
FL.CTC.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เทศบาลสงเคราะห์ ช่วงตลาดประชานิเวศน์,105120,0.0,27.5,0.0248116438,162,84,0,201,0,2025,flood
FL.CTC.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน หน้ากรมการขนส่งทางบก,105120,0.0,25.1,0.007380137,46,31,0,56,0,2025,flood
FL.CTC.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ช่วงแยกเกษตร,105120,0.0,12.7,0.0048059361,42,0,0,86,0,2025,flood
FL.CTC.07,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.เสนานิคม,105120,0.0,41.4,0.0276778919,112,90,45,112,0,2025,flood
